"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @rabbleca: #BlackLivesMatter Toronto protest call attention to #BaltimoreUprising, police violence in Canada and carding: http://t.co/9U…",FALSE,0,NA,2015-05-05 17:39:09,FALSE,NA,"595643910078210049",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","VanCopBlock",2,TRUE,FALSE,NA,NA
"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…",FALSE,0,NA,2015-05-05 17:39:06,FALSE,NA,"595643900007682050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","twoshadesofhope",48,TRUE,FALSE,NA,NA
"RT @rabbleca: #BlackLivesMatter Toronto protest call attention to #BaltimoreUprising, police violence in Canada and carding: http://t.co/9U…",FALSE,0,NA,2015-05-05 17:39:05,FALSE,NA,"595643892151799809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarolynProuse1",2,TRUE,FALSE,NA,NA
"#A #roundup of #events to #build community and #continue the #BaltimoreUprising. (#Tuesday, 5 #May) http://t.co/sY1Jtjhk01",FALSE,0,NA,2015-05-05 17:38:39,FALSE,NA,"595643784320397314",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","MelekMelekmerem",0,FALSE,FALSE,NA,NA
"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE",FALSE,0,NA,2015-05-05 17:38:34,FALSE,NA,"595643762371604481",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","redostoneage",384,TRUE,FALSE,NA,NA
"""we still live in a FORCED segregated society..we need to talk about the fact that this is not a natural order""#brownbag #BaltimoreUprising",FALSE,1,NA,2015-05-05 17:38:29,FALSE,NA,"595643743010697217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CCIBoston",0,FALSE,FALSE,NA,NA
"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…",FALSE,0,NA,2015-05-05 17:38:16,FALSE,NA,"595643690200211456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DubBrain",48,TRUE,FALSE,NA,NA
"couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co/g8BmWlUS7c",FALSE,27,NA,2015-05-05 17:37:59,FALSE,NA,"595643619081584641",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","righttoprotest",48,FALSE,FALSE,NA,NA
"couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co/lIhyAerBhb",FALSE,0,NA,2015-05-05 17:37:59,FALSE,NA,"595643618771267586",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","bat020",0,FALSE,FALSE,NA,NA
"RT @deray: And here is a picture that someone just texted me. Penn and North. #BaltimoreUprising http://t.co/9ThwUAbCHG",FALSE,0,NA,2015-05-05 17:37:46,FALSE,NA,"595643563662278656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Goldin1224",489,TRUE,FALSE,NA,NA
"RT @deray: I just stumbled across this site, ProofOfHope, which captures powerful moments re: #BaltimoreUprising http://t.co/f65Mw9mzoR",FALSE,0,NA,2015-05-05 17:37:45,FALSE,NA,"595643559224684544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","noposerhere",138,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 17:37:44,FALSE,NA,"595643555164639233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HanaOsman",611,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 17:37:30,FALSE,NA,"595643494980591616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BabygMaira",611,TRUE,FALSE,NA,NA
"Here's a short photojournal of my experience with the #BaltimoreUprising

https://t.co/aFaTDZXUhZ",FALSE,0,NA,2015-05-05 17:37:23,FALSE,NA,"595643467965038592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WesleyShmesley",0,FALSE,FALSE,NA,NA
"RT @KeenePOV: Someone Said That I Hate White People... | #Baltimore #BaltimoreUprising http://t.co/K2tJ6LvyRv",FALSE,0,NA,2015-05-05 17:37:08,FALSE,NA,"595643402697515010",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GrouchoGlasses",1,TRUE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:37:02,FALSE,NA,"595643377657450496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Spiteful_YB",3266,TRUE,FALSE,NA,NA
"Police Dept w/ “few bad apples” is like a Restaurant w/a “few rats” - dammed #CriticalRaceTheory #BaltimoreUprising http://t.co/zLjKCtyzER",FALSE,0,NA,2015-05-05 17:36:39,FALSE,NA,"595643281616277504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OBlayton",0,FALSE,FALSE,NA,NA
"RT @KeeganNYC: If you think this looks like increased safety, you might be a fascist. #BaltimoreCurfew #BaltimoreUprising http://t.co/u6xqA…",FALSE,0,NA,2015-05-05 17:36:35,FALSE,NA,"595643264008585217",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BudBuddiesFan",832,TRUE,FALSE,NA,NA
"RT @deray: I just stumbled across this site, ProofOfHope, which captures powerful moments re: #BaltimoreUprising http://t.co/f65Mw9mzoR",FALSE,0,NA,2015-05-05 17:36:32,FALSE,NA,"595643253044699137",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","Sttephaniee",138,TRUE,FALSE,NA,NA
"The Mobile Justice: @ACLU ´s new app to help you record and report abusive cops http://t.co/wGFQ1LxaPm #BlackLivesMatter #BaltimoreUprising",FALSE,1,NA,2015-05-05 17:36:25,FALSE,NA,"595643223529361408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rebecca_Chaouch",0,FALSE,FALSE,NA,NA
"RT @Brandonfewell: Cop kills a black guy in America city goes crazy... White or black American soldier dies in Middle East... Silence #Balt…",FALSE,0,NA,2015-05-05 17:36:18,FALSE,NA,"595643194529972224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DoggShemp",12,TRUE,FALSE,NA,NA
"RT @amconmag: Let the voices of Sandtown speak for themselves in the #BaltimoreUprising : http://t.co/sgsg2Rm90W http://t.co/b3CRaN9uER",FALSE,0,NA,2015-05-05 17:36:14,FALSE,NA,"595643175181639682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thekux1984",11,TRUE,FALSE,NA,NA
"RT @blkace06: @theNFLchick spread the word. #ReOpeningDay @Orioles #OneBaltimore #BaltimoreStrong #BaltimoreUprising #BacktheBirds https://…",FALSE,0,NA,2015-05-05 17:36:07,FALSE,NA,"595643145485967360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReOpeningDay",1,TRUE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:36:05,FALSE,NA,"595643141048422400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","X_BlowMeHoe_X",3266,TRUE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:36:01,FALSE,NA,"595643122585083905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CurisseasRandom",3266,TRUE,FALSE,NA,NA
"RT @rousseau_ist: Today On North Ave #Baltimore

Children &amp; Pregnant Woman Pepper Sprayed
by Baltimore Police
VIDEO
#BaltimoreUprising http…",FALSE,0,NA,2015-05-05 17:35:59,FALSE,NA,"595643112875237376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","spanishrevmedia",35,TRUE,FALSE,NA,NA
"RT @WeActRadio: Staggering arrest rates strain Baltimore community relations with police http://t.co/grCq0t7tfs  @NewsHour #BaltimoreUprisi…",FALSE,0,NA,2015-05-05 17:35:52,FALSE,NA,"595643085566128128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","traceylross",1,TRUE,FALSE,NA,NA
"RT @POPSspotSports: ""White Silence Kills"" #FreddieGray #BaltimoreUprising http://t.co/DV1cUNF3uk",FALSE,0,NA,2015-05-05 17:35:40,FALSE,NA,"595643035175788544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KinkosaurusRex",23,TRUE,FALSE,NA,NA
"RT @amconmag: Let the voices of Sandtown speak for themselves in the #BaltimoreUprising : http://t.co/sgsg2Rm90W http://t.co/b3CRaN9uER",FALSE,0,NA,2015-05-05 17:35:22,FALSE,NA,"595642956700319746",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","dolphin_LS",11,TRUE,FALSE,NA,NA
"Photoset: activistnyc: This #MayDay was for #FreddieGray. #blacklivesmatter #BaltimoreUprising... http://t.co/HDAPsKr3XU",FALSE,0,NA,2015-05-05 17:35:21,FALSE,NA,"595642956448714752",NA,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Tommy_Picklz",0,FALSE,FALSE,NA,NA
"Staggering arrest rates strain Baltimore community relations with police http://t.co/grCq0t7tfs  @NewsHour #BaltimoreUprising #BmoreUnited",FALSE,0,NA,2015-05-05 17:35:08,FALSE,NA,"595642900421160960",NA,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>","WeActRadio",1,FALSE,FALSE,NA,NA
"RT @BmoreDoc: Read this &amp; see how lawmakers are trying to pimp the #BaltimoreUprising. Again, they ain't talking about apartheid! https://t…",FALSE,0,NA,2015-05-05 17:35:04,FALSE,NA,"595642882423443456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GlennBair",11,TRUE,FALSE,NA,NA
"RT @BmoreDoc: 1 When the history of the #BaltimoreUprising is written, credit must be given to the brave people of Gilmor Homes who stood u…",FALSE,0,NA,2015-05-05 17:34:55,FALSE,NA,"595642844645318657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lordmcess",45,TRUE,FALSE,NA,NA
"RT @deray: I just stumbled across this site, ProofOfHope, which captures powerful moments re: #BaltimoreUprising http://t.co/f65Mw9mzoR",FALSE,0,NA,2015-05-05 17:34:43,FALSE,NA,"595642796180144128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrTCageConley",138,TRUE,FALSE,NA,NA
"RT @Bipartisanism: The smile on this white police officer is enough to make you crazy. His enjoyment is unacceptable. #BaltimoreUprising ht…",FALSE,0,NA,2015-05-05 17:34:33,FALSE,NA,"595642754551648257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CountessClutz",1300,TRUE,FALSE,NA,NA
"Photo: justice4mikebrown: regalasfuck: nettaaaaaaaa: Baltimore. #BaltimoreUprising #FreddieGray (at... http://t.co/02MME8cZYV",FALSE,0,NA,2015-05-05 17:34:26,FALSE,NA,"595642723253800960",NA,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","abnbear29",0,FALSE,FALSE,NA,NA
"Download/Share this record right now..spread the vibration thru out the world. #BaltimoreUprising #IsraelinNepal    https://t.co/Dcwmbt8WBW",FALSE,0,NA,2015-05-05 17:34:25,FALSE,NA,"595642720095436800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princehakim",0,FALSE,FALSE,NA,NA
"RT @amconmag: Let the voices of Sandtown speak for themselves in the #BaltimoreUprising : http://t.co/sgsg2Rm90W http://t.co/b3CRaN9uER",FALSE,0,NA,2015-05-05 17:34:24,FALSE,NA,"595642713418108928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeamKatisha",11,TRUE,FALSE,NA,NA
"RT @thereaIbanksy: the media will only show you what they want to show you.
#BaltimoreUprising #BaltimoreRiots http://t.co/NUm8D0BYEf",FALSE,0,NA,2015-05-05 17:34:17,FALSE,NA,"595642684993318913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kidraulsboy",7838,TRUE,FALSE,NA,NA
"RT @BmoreDoc: 25 Victor Hugo once wrote: 'Nothing is more powerful than an idea whose time has come.' #BaltimoreUprising [drops mic]",FALSE,0,NA,2015-05-05 17:34:16,FALSE,NA,"595642680840945664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GlennBair",94,TRUE,FALSE,NA,NA
"RT @deray: I'm hearing now that the man was not shot at Penn and North from reliable sources. And that's good news. #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:34:13,FALSE,NA,"595642670422327298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deepfriar",367,TRUE,FALSE,NA,NA
"RT @JooHyun_Kang: Fams of NYers killed by NYPD w-@watchthecops at #NYC2Baltimore #BaltimoreUprising. @RiseUp4Ramarley @FU4Justice http://t.…",FALSE,0,NA,2015-05-05 17:34:04,FALSE,NA,"595642630354132992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JuanAguirre86",18,TRUE,FALSE,NA,NA
"RT @jusPlainNish: ""@FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/7sLpaBGs1f"" &lt;----- This Is E…",FALSE,0,NA,2015-05-05 17:34:00,FALSE,NA,"595642615313408001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MisterGilmore",45,TRUE,FALSE,NA,NA
"Enough is enough. #ally
–
#doublestandards #baltimore #baltimoreuprising #baltimoreriots #… http://t.co/c0JZb1Jjtn http://t.co/Xs2fwahDgl",FALSE,0,NA,2015-05-05 17:33:52,FALSE,NA,"595642582258024449",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","I_Cant_Breathe_",0,FALSE,FALSE,NA,NA
"Someone Said That I Hate White People... | #Baltimore #BaltimoreUprising http://t.co/K2tJ6LvyRv",FALSE,0,NA,2015-05-05 17:33:48,FALSE,NA,"595642564839120897",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","KeenePOV",1,FALSE,FALSE,NA,NA
"@utt_jamie Really enjoyed your piece: ""10 Things All White Folks Need to Consider about the #BaltimoreUprising Thank you! Thank you!...",FALSE,0,"utt_jamie",2015-05-05 17:33:26,FALSE,NA,"595642472119808000","352586653","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AliMCollins",0,FALSE,FALSE,NA,NA
"#BaltimoreUprising #Baltimore beware hidden camera at this location http://t.co/OwwNAu1DGL :21 they won't show where #FreddieGray attacked",FALSE,1,NA,2015-05-05 17:33:22,FALSE,NA,"595642454759575554",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngelDevil1166",1,FALSE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:33:20,FALSE,NA,"595642446563901440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TimesSoHard",3266,TRUE,FALSE,NA,NA
"#TheWire creator David Simon speaks on on #BaltimoreUprising http://t.co/BTIybCEIv1 @genprogress",FALSE,0,NA,2015-05-05 17:33:18,FALSE,NA,"595642439412645890",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ackilpat",0,FALSE,FALSE,NA,NA
"RT @deray: I just stumbled across this site, ProofOfHope, which captures powerful moments re: #BaltimoreUprising http://t.co/f65Mw9mzoR",FALSE,0,NA,2015-05-05 17:33:16,FALSE,NA,"595642430600384512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GlennBair",138,TRUE,FALSE,NA,NA
"RT @RNS: Faith is key to crises like #BaltimoreUprising riots, says captain who led #Ferguson response http://t.co/icq88ntJ0F http://t.co/I…",FALSE,0,NA,2015-05-05 17:33:16,FALSE,NA,"595642430101262337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundynightlive",4,TRUE,FALSE,NA,NA
"RT @brandon_weigel: A roundup of events to build community and continue the #BaltimoreUprising. Let me know what I missed: http://t.co/6MiT…",FALSE,0,NA,2015-05-05 17:33:10,FALSE,NA,"595642406525108224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Justinisett",4,TRUE,FALSE,NA,NA
"RT @Crutch4: Race, Riot, and Rebellion: A Bibliography http://t.co/gWDX2ia8Cp #BaltimoreUprising #BlkTwitterstorians",FALSE,0,NA,2015-05-05 17:33:09,FALSE,NA,"595642400598556673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AaronKappel",16,TRUE,FALSE,NA,NA
"What it means to condemn riots in the face of systemic inequality &amp; brutality.

https://t.co/A7WEiCIlNP
#BlackLivesMatter #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:33:08,FALSE,NA,"595642397943541760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GentlemanGustaf",0,FALSE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:33:04,FALSE,NA,"595642378255499266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DopeitsDrea",3266,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 17:33:03,FALSE,NA,"595642377328529408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","malaak1995",611,TRUE,FALSE,NA,NA
"RT @deray: I attended great meeting with protestors brainstorming actions linked to specific demands last night. So good. #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:32:59,FALSE,NA,"595642359418880000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GlennBair",34,TRUE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:32:45,FALSE,NA,"595642298978988032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beautiful_aries",3266,TRUE,FALSE,NA,NA
"""I’m in a burning building, worried about getting shot."" -@SaulWilliams http://t.co/zXGLP8TjJ7 #BaltimoreRiots #BaltimoreUprising",FALSE,0,NA,2015-05-05 17:32:41,FALSE,NA,"595642283376168961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AAPremlall",3,FALSE,FALSE,NA,NA
"RT @NYjusticeleague: We're getting excited 4 #BMoreYouthRise! 
See you Sat. at 12n 4 the Youth Town Hall at BCCC!
#BaltimoreUprising #Balti…",FALSE,0,NA,2015-05-05 17:32:23,FALSE,NA,"595642206511312896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kcaesar25",2,TRUE,FALSE,NA,NA
"RT @_ThehOOdRept_: The hate hasn't changed much. #BaltimoreUprising #FreddieGray #KendrickJohnson #TrayvonMartin #MikeBrown #EricGarner htt…",FALSE,0,NA,2015-05-05 17:32:01,FALSE,NA,"595642117197864962",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xfilestrustno1",38,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 17:32:00,FALSE,NA,"595642112642801668",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","macasson",611,TRUE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:31:59,FALSE,NA,"595642105978028033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iheartdreads",3266,TRUE,FALSE,NA,NA
"#Baltimoregirls #BeTheChange #BaltimoreUprising #WorldUprising #TheLifeCamp http://t.co/7V7SysHL5M",FALSE,0,NA,2015-05-05 17:31:45,FALSE,NA,"595642046737682433",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Amachandra",0,FALSE,FALSE,NA,NA
"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw",FALSE,0,NA,2015-05-05 17:31:43,FALSE,NA,"595642040551084032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CFM1952",64,TRUE,FALSE,NA,NA
"How Peaceful Protest becomes Riot: http://t.co/mCuX1IhdDK #Baltimore #BaltimoreUprising #OneBaltimore #FreddieGray http://t.co/5poDATILOm",FALSE,0,NA,2015-05-05 17:31:42,FALSE,NA,"595642035757043712",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GP101Team",0,FALSE,FALSE,NA,NA
"RT @4milemarch2k15: We need activists to get to Cleveland!! 6 Months and Tamir's mother has not even laid him to rest! #BaltimoreUprising  …",FALSE,0,NA,2015-05-05 17:31:33,FALSE,NA,"595642000000557056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blackinnect",5,TRUE,FALSE,NA,NA
"#ICYMI: Outgoing editor @GRB_JR on the politics of the #BaltimoreUprising, #BaltimoreRevolt, and #BaltimoreRiots http://t.co/AstkTxxW8O",FALSE,0,NA,2015-05-05 17:31:33,FALSE,NA,"595641996934586368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GC_Advocate",0,FALSE,FALSE,NA,NA
"RT @brotherabdul: #RealThugs Ariel Sharon #BaltimoreUprising #StopTheKillingTour http://t.co/2NPI919T8N",FALSE,0,NA,2015-05-05 17:31:28,FALSE,NA,"595641975551991808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diaz_suzanneX",7,TRUE,FALSE,NA,NA
"RT @4milemarch2k15: We need activists to get to Cleveland!! 6 Months and Tamir's mother has not even laid him to rest! #BaltimoreUprising  …",FALSE,0,NA,2015-05-05 17:31:28,FALSE,NA,"595641975526817793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","msgoldsby74",5,TRUE,FALSE,NA,NA
"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…",FALSE,0,NA,2015-05-05 17:31:21,FALSE,NA,"595641948800688131",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chariskaycee",13888,TRUE,FALSE,NA,NA
"#Baltimore #baltimoreuprising #baltimoreriots episode check it out http://t.co/CkmqvDvJvE https://t.co/0gs2m9E0Th",FALSE,0,NA,2015-05-05 17:31:18,FALSE,NA,"595641936427544576",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","theemrshow",0,FALSE,FALSE,NA,NA
"RT @Infinity_x33: This probably the best poster I've ever seen.... #BaltimoreUprising http://t.co/VkHW6QeOCy",FALSE,0,NA,2015-05-05 17:31:05,FALSE,NA,"595641881473765376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Dree2x",3266,TRUE,FALSE,NA,NA
"""The future belongs to those who prepare for it today""  -Malcom X

#BaltimoreUprising",FALSE,0,NA,2015-05-05 17:31:04,FALSE,NA,"595641874737713152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","freedomgirl2011",0,FALSE,FALSE,NA,NA
"More info on Penn North Rec Center Opening: https://t.co/PkG6LuFouT #BaltimoreUprising #Baltimore @akacharleswade @deray @BaltoSpectator",FALSE,0,NA,2015-05-05 17:31:00,FALSE,NA,"595641861320093696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fountain_jade",0,FALSE,FALSE,"0","0"
"@PoliticsPeach @totalpkg1969 @Real_Julz @TLTESQ37 Why are Black people punks? Afraid too testify or be witness in court #BaltimoreUprising",FALSE,0,"PoliticsPeach",2015-05-05 17:30:59,FALSE,"595640707513200640","595641856911892480","124227622","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Avery5974",0,FALSE,FALSE,NA,NA
"RT @BmoreBloc: Video: City Council Disruption - Free All #BaltimoreUprising Protesters! Drop the Charges! Drop the Bail! #BmoreBloc https:/…",FALSE,0,NA,2015-05-05 17:30:57,FALSE,NA,"595641845834772483",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShaiSensei",27,TRUE,FALSE,NA,NA
"RT @FutureMoneyTren: Real #Racism is perpetrated by @CNN @CNBC @CBS @FoxNews and even the government
https://t.co/q4uYIHQfGq #StoptheHate #…",FALSE,0,NA,2015-05-05 17:30:36,FALSE,NA,"595641758777778177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shiftgirl8",5,TRUE,FALSE,NA,NA
"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…",FALSE,0,NA,2015-05-05 17:30:26,FALSE,NA,"595641716973113345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","H_arryyy",2485,TRUE,FALSE,NA,NA
"RT @DigitAllSystems: Lance Lucas on CNN #BMOREstrong @BmeBaltimore #BaltimoreUprising #BaltimoreRiots 
https://t.co/9YyIdFSl4E.",FALSE,0,NA,2015-05-05 17:30:21,FALSE,NA,"595641697373130754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dfreaney",1,TRUE,FALSE,NA,NA
"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB",FALSE,0,NA,2015-05-05 17:30:15,FALSE,NA,"595641670093381632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spacemansantana",611,TRUE,FALSE,NA,NA
