"","score","text"
"649",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"650",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/kuuXrpB8sP Movement #Baltimore"
"651",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"652",0,"#Baltimore Anti-Profiling: #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/6HZ4sTOeha"
"653",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"654",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT #Baltimore"
"655",0,"Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/Cpc106Zi9P"
"656",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/Ttdmk6FfpS"
"657",0,"#Baltimore Anti-Profiling: #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/ltT3YIY6tR"
"658",0,"* ##BaltimoreRiots #BaltimoreUprising #BlackLivesMatter *"
"659",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"660",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/CEDfcKjbHH"
"661",0,"* #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter *"
"662",0,"RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"663",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"664",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"665",0,"RT #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/DLLf6pWqL2"
"666",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/pRUmMEQSC9"
"667",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"668",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"669",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"670",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"671",0,"RT #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/ildq2GJleS RT"
"672",0,"#Baltimore Anti-Profiling: #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter!"
"673",0,"Please RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"674",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/9ZIwkjfZcv Please RT"
"675",0,"RT @city_paper: A roundup of events to build community and continue the #BaltimoreUprising: http://t.co/5tJqULRq93"
"676",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT"
"677",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/eBmSYRRgAY"
"678",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/UAcwXFnv4H Please RT #Baltimore"
"679",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/fJiFq6ei6f"
"680",0,"Please RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"681",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"682",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/ubhZk15qWL"
"683",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT #Baltimore #FreddieGray"
"684",0,"RT #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/C8Dm2XWJRb RT"
"685",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/GdI7oaiNxd"
"686",1,"RT @paste_tv: .@shannonmhouston on The #BaltimoreUprising &amp; How TV Dramas Can Make Better ""Race"" Episodes: http://t.co/F9AHfms3dy http://t.…"
"687",0,",Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/ZilFHn2zIY"
"688",0,"#BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/u3rmwI2Aqy"
"689",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"690",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"691",0,"#BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/FJR94R4B0o"
"692",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/2jrMGraiDA"
"693",0,"#Baltimore Anti-Profiling: #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/L07MA4IA4f"
"694",0,"#Baltimore Anti-Profiling: #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter!"
"695",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"696",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"697",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/ctxuHFKAe6"
"698",0,"#BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/9we4Pcrud3"
"699",0,"* ##BaltimoreRiots #BaltimoreUprising #BlackLivesMatter *"
"700",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"701",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"702",-2,"RT @shereeny: this confrontation with Geraldo Rivera lives up to the hype https://t.co/5HFL0mz1mg #BaltimoreUprising http://t.co/zJuHmrkaIH"
"703",-1,"RT @joethepleb: Interesting, ""Lobbyists use Gray protests as rallying cry"" for more city service funding. #txlege #BaltimoreUprising https:…"
"704",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"705",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"706",0,"#BaltimoreUprising  https://t.co/QBvMJId0dI"
"707",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"708",0,"Reason behind looting is the government checks aren't quite cutting it anymore. Went from gimme gimme to take it take it #BaltimoreUprising"
"709",-1,"RT @loveevolve13: Whites looting and blacks cleaning. The biased media won't show you this. #BaltimoreUprising http://t.co/F8zoGYhcPR"
"710",-1,"#BlackLivesMatter #BaltimoreUprising #Murderouscops #racism #America #WalterScott #MyaHall #AlexiaChristian, http://t.co/z8rKM3yUpD"
"711",0,"RT @wildwalkerwoman: #BaltimoreUprising One for the receipt box #BaltimorePD cc @seanjjordan @ShaunKing http://t.co/GlSH25v7sO"
"712",1,"“@AmaruTMN: I'm about to put how I feel about #BaltimoreUprising in this track w @REALNPOETIC it's only right” ALREADY"
"713",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"714",-2,"RT @jefftiedrich: ""Guns don't kill people. Racist cops kill people.""

You can have that for free, @NRA. #BaltimoreUprising"
"715",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"716",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"717",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"718",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"719",0,"RT @UrbanCusp: Shameeka Dream burns sage as a spiritual cleansing/ healing ritual - in front of a line of police. #BaltimoreUprising http:/…"
"720",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"721",-1,"RT @ajplus: Protestor taken on stretcher after being sprayed, knocked, dragged face down by #Baltimore police. #BaltimoreUprising http://t.…"
"722",0,"Psychological projection state media leftist MO #Ferguson #BaltimoreUprising  etc etc etc https://t.co/cihS3KF0Sc"
"723",1,"RT @bassem_masri: Takes smile for the camera to a different level... #BaltimoreUprising http://t.co/tKlyylp37e"
"724",0,"RT @Triston212: @HateSalty 
Black America and The Road to Perdition
http://t.co/eL5xNiqSGS
#BlackLivesMatter #BaltimoreUprising #BaltimoreR…"
"725",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"726",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"727",0,"RT @_PoeticRebel: Photo: #Control…. #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray #PoliceBrutality... http://t.co/7uGIo…"
"728",0,"#Baltimore mayor welcomes protestors #BaltimoreUprising http://t.co/0Ozk9mew9o  #RedNationRising #IARTG #PJNET #BaltimoreRiots #Whatsnext"
"729",0,"#Baltimore mayor welcomes protestors #BaltimoreUprising http://t.co/flemlsdG3I  #RedNationRising #IARTG #PJNET #BaltimoreRiots #Whatsnext"
"730",0,"Signs stating ""I stand with Baltimore"" have been handed out to protesters #baltimoreuprising #BlackLivesMatter http://t.co/2pGqlDe6Wz"
"731",0,"#diversity is not about tolerance it's about acceptance. 
It begins with accepting yourself. #lessonsfromFerguson #BaltimoreUprising"
"732",1,".@shannonmhouston on The #BaltimoreUprising &amp; How TV Dramas Can Make Better ""Race"" Episodes: http://t.co/F9AHfms3dy http://t.co/nOIvg8htcZ"
"733",0,"The Language of the Unheard https://t.co/bJzbHd1kVR #BlackLivesMatter #BaltimoreUprising"
"734",1,"RT @JamesCropper95: Outside the US embassy where protesters have gathered in solidarity with the #BaltimoreUprising #ldn http://t.co/ijFVdM…"
"735",0,"Video: #MalcolmX #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray #PoliceBrutality... http://t.co/lbveeaHUJ7"
"736",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"737",1,"Right now #BaltimoreUprising #bloods #crips #blackguerillafamily #nationofislam Reunite http://t.co/58r78ATLuy"
"738",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"739",1,"RT @jeducatorspeaks: Glad 2 c @MorganStateU @MorganStBears showing leadership in harmessing energy of #BaltimoreUprising! @rolandsmartin #h…"
"740",0,"RT @benjancewicz: I just told 3 people on Facebook to add me on twitter to get up to speed on #BaltimoreUprising.  https://t.co/4T2N5IwKks"
"741",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"742",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"743",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"744",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"745",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"746",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"747",0,"RT @amconmag: Let the voices of Sandtown speak for themselves in the #BaltimoreUprising : http://t.co/sgsg2Rm90W http://t.co/b3CRaN9uER"
"748",0,"RT @ImportantCool: Live! @austingmackell interviews Gerald Horne with Houston University on #BlackLivesMatter #BaltimoreUprising https://t.…"
"749",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"750",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"751",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"752",-1,"RT @ShellyAsquith: Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising ht…"
"753",0,"RT @dahboo7: #BUSTED: #Baltimore Police Caught Choking Woman As She Screams for Help
https://t.co/hQteUxGO8w #BaltimoreUprising http://t.co…"
"754",-1,"CNN: Coming soon: An app to report police brutality http://t.co/EyrlVRugM3
#BaltimoreUprising"
"755",0,"#BaltimoreRebuilding https://t.co/rfgpzkXFt3 @genero_city speaks to @cblBaltimore a way forward #BaltimoreUprising after #BaltimoreRiots"
"756",-6,"RT @mryouweakashell: That's that bullshit fuck CVS, fuck Rite Aid, fuck those cars, fuck those abandon buildings, fuck those liquor stores …"
"757",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"758",-1,"Hundreds outside the U.S. Embassy in London remembering Freddie Gray &amp; protesting police violence. #BaltimoreUprising http://t.co/XFnopTTUYq"
"759",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"760",0,"RT @dahboo7: CONFIRMED! #WhiteBuses ARE Military with Hundreds of Soldiers #BaltimoreUprising http://t.co/GBHFC7RUrS #DAHBOO7 http://t.co/M…"
"761",0,"RT @KeeganNYC: If you think this looks like increased safety, you might be a fascist. #BaltimoreCurfew #BaltimoreUprising http://t.co/u6xqA…"
"762",0,"RT @dahboo7: Choppers Stalk the Streets of #Baltimore #BaltimoreUprising #FreddyGray #Dahboo7
https://t.co/C65QKiaHj3 #Killuminati http://t…"
"763",0,"RT @dahboo7: #BALTIMORE: FOOTAGE- POLICE SPRAYING DOZENS AFTER CLAIM OF MAN SHOT BY COPS http://t.co/MyuxstCnO4 #BALTIMOREUPRISING http://t…"
"764",0,"RT @AnonFatCat: RT @dahboo7: #BALTIMORE #ANONYMOUS LOVE - THE MSM IS LYING TO YOU #BaltimoreUprising #AnonFamily #DAHBOO7 #Killuminati  htt…"
"765",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"766",1,"The #BaltimoreUprising and How TV Dramas Can Make A ""Race"" Episode That Works http://t.co/GGH2dgRvdg http://t.co/hsQW8RKEco"
"767",-1,"Photo: “Blame Society” | #MalcolmX #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray... http://t.co/tGYLu1Sg5P"
"768",-1,"""Blame Society"" | #MalcolmX  #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray… https://t.co/7Rt4zE9eNe"
"769",-1,"RT @ajplus: Protestor taken on stretcher after being sprayed, knocked, dragged face down by #Baltimore police. #BaltimoreUprising http://t.…"
"770",0,"Video: #MuhamedAli #Ali #MalcolmX #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray... http://t.co/0gxDJTCcvi"
"771",0,"#MuhamedAli #Ali #MalcolmX  #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray… https://t.co/m0e2Bmyyn9"
"772",1,"I was first introduced to these works in #Baltimore #BaltimoreUprising  https://t.co/V7giJgdhBI"
"773",0,"#MalcolmX  #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray #PoliceBrutality… https://t.co/j3jFhc5Kcr"
"774",-1,"A black cop was charged with murder, get educated before you riot stupid #BaltimoreUprising"
"775",3,"RT @RNS: Faith is key to crises like #BaltimoreUprising riots, says captain who led #Ferguson response http://t.co/icq88ntJ0F http://t.co/I…"
"776",1,"RT @AnonyPress: This is very important. #BaltimoreUprising http://t.co/LEUtr3t60C - hertzmau5"
"777",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"778",1,"RT @FishBoneHead1: WELCOME TO BALTIMORE

#BaltimoreUprising http://t.co/Qt743Nfi9Y"
"779",0,"Photo: #Control…. #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray #PoliceBrutality... http://t.co/7uGIo4ERFs"
"780",0,"#Control.... #Baltimore #BaltimoreUprising #baltimoreriots #bmore #FreddieGray #PoliceBrutality… https://t.co/1GMYvVIXHR"
"781",-1,"#BaltimoreUprising #Baltimore beware hidden camera at this location http://t.co/YduCWaSoUS :21 they won't show where #FreddieGray attacked"
"782",-1,"RT @AngelDevil1166: #BaltimoreUprising #Baltimore beware hidden camera at this location http://t.co/OwwNAu1DGL :21 they won't show where #F…"
"783",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"784",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"785",1,"RT @Bipartisanism: What the #Baltimore curfew looks like in white vs black neighborhoods. #BaltimoreUprising http://t.co/IOIjx2utY6"
"786",0,"RT @KeeganNYC: If you think this looks like increased safety, you might be a fascist. #BaltimoreCurfew #BaltimoreUprising http://t.co/u6xqA…"
"787",1,"RT @righttoprotest: couple of hundred gathered now outside the US embassy in London for solidarity demo with #BaltimoreUprising http://t.co…"
"788",0,"RT @KeeganNYC: Note he is IN THE CROSSWALK,  crossing WITH THE LIGHT, when NYPD tries RUN HIM OVER. #BaltimoreUprising solidarity.
https://…"
"789",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"790",0,"RT @4milemarch2k15: We need activists to get to Cleveland!! 6 Months and Tamir's mother has not even laid him to rest! #BaltimoreUprising  …"
