"","score","text"
"1069",0,"A roundup of events to build community and continue the #BaltimoreUprising http://t.co/bioDg5OLBS"
"1070",0,"""Shooting of Akai Gurley"" #Wikipedia edit by Keiiri #BaltimoreUprising http://t.co/twNutXDzFu"
"1071",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1072",0,"Stop using PayPal on July 1, 2015.

They will take your trademarks and copyrights.

http://t.co/zUxUdbYlP6

#FreddieGray #BaltimoreUprising"
"1073",0,"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…"
"1074",0,"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…"
"1075",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1076",-2,"The #BaltimoreUprising is one incident in the bloody history of police brutality in #Baltimore http://t.co/IJxuPehzfc http://t.co/R6gJKd4Jbt"
"1077",3,"Faith is key to crises like #BaltimoreUprising riots, says captain who led #Ferguson response http://t.co/icq88ntJ0F http://t.co/IwPh9LiRTg"
"1078",0,"RT @DamoneWilliams_: Brother @Aamer_Rahman speaking that unapologetic TRUTH to POWER! #Baltimore #BaltimoreUprising #BaltimoreSolidarity. h…"
"1079",0,"Ex-Marine speaks truth in Baltimore. #FreddieGray #BaltimoreUpRising #blacklivesmatter (Vine by RIPPa) https://t.co/C6GYEiFY3u"
"1080",0,"RT @BlueBoatBlog: These four stories explain http://t.co/hsWmZrWbIW #YaYA #UUA  #BaltimoreUprising #BlackLivesMatter #FreddieGray http://t.…"
"1081",-1,"RT @TWiBnation: Breaking News: #BaltimoreUprising Eases As Curfew Is Lifted, National Guard Leaves, But Upheaval Contin http://t.co/0eyXoua…"
"1082",0,"RT @iglvzx: Delete your account, @FOP3. #BlackLivesMatter #BaltimoreUprising https://t.co/5MIAFuRsUA http://t.co/gighi2Jwzf"
"1083",0,"#BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/SdkVx1H24Y Please RT #Baltimore"
"1084",-1,"""Death of Freddie Gray"" #Wikipedia edit by Agtx #BaltimoreUprising http://t.co/iyPcZ5sLPK"
"1085",0,"* ##BaltimoreRiots #BaltimoreUprising #BlackLivesMatter *"
"1086",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/j2A60Y0SRF"
"1087",0,"#BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/Sy7aUVT3fw"
"1088",0,"Please RT Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/0dxcNmBv7w"
"1089",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1090",0,"* #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter *"
"1091",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/kuuXrpB8sP"
"1092",0,"Please RT #Baltimore #FreddieGray #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1093",0,"* #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/OX7xu5dxw1 *"
"1094",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter RT"
"1095",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/Bah03huDY2 Please RT #Baltimore"
"1096",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1097",0,"#BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/wyuXz42DnL c ,CT Please RT #Baltimore"
"1098",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1099",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/a11hbU7QpR"
"1100",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1101",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1102",0,",Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/slti5d37MH"
"1103",0,"RT Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter http://t.co/P19xz5Ie3m RT"
"1104",1,"How's @umbc @freemanh1963 leading,  providing insight 2 #BlackLivesMatter commuting from #BaltimoreUprising neighborhoods? #highered"
"1105",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1106",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1107",0,"RT #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1108",0,"Spread #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/M7kzSqT99K"
"1109",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1110",0,"Please RT #Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1111",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #FreddieGray #BlackLivesMatter http://t.co/nPEovHn1BS"
"1112",0,"Spread #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter Please RT #Baltimore"
"1113",0,"#Baltimore Anti-Profiling: #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter!"
"1114",0,"#Baltimore #BaltimoreRiots #BaltimoreUprising #BlackLivesMatter"
"1115",1,"RT @CCIBoston: "" What does it mean for white people if this movement must be lead by people of color?"" #BaltimoreUprising #brownbag"
"1116",0,"RT @city_paper: A roundup of events to build community and continue the #BaltimoreUprising: http://t.co/5tJqULRq93"
"1117",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1118",0,"RT @deray: American Looting. #BaltimoreUprising http://t.co/WVmf506wBI"
"1119",-1,"RT @xxxtentacion: RIOT FREESTYLE , TAKE A MINUTE TO LISTEN, YOU WILL NOT REGRET IT #BaltimoreUprising #BaltimoreRiots #BlackLivesMatter htt…"
"1120",0,"RT @jacquelineetmar: 10 Things All White Folks Need to Consider about the #BaltimoreUprising #Ethics&amp;Values http://t.co/hxl9uJzdva"
"1121",-2,"RT @timjacobwise: The Crime of Innocence: White Denial, Black Rebellion and the Cost of American Obliviousness http://t.co/qnnydqTV8Q #Balt…"
"1122",0,"RT @MatrixControl: Keeping you in your place, while America is looted by the 1%. #USA #PoliceState #BaltimoreUprising #OWS #WallStreet http…"
"1123",1,"RT @CCIBoston: "" What does it mean for white people if this movement must be lead by people of color?"" #BaltimoreUprising #brownbag"
"1124",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1125",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1126",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"1127",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1128",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1129",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1130",-1,"Funny there has been ZERO coverage of this fact. Don't perpetuate segregation #Blacklivesmatter Why not #ALLlivesmatter? #BaltimoreUprising"
"1131",1,"RT @ryankohls: WATCH: An eloquent discussion on #BaltimoreUprising: http://t.co/RDszYFWuL4 (ft. @dwatkinsworld @SmartBlackMan @InnerHarborP…"
"1132",1,""" What does it mean for white people if this movement must be lead by people of color?"" #BaltimoreUprising #brownbag"
"1133",0,"""Shooting of Akai Gurley"" #Wikipedia edit by Keiiri #BaltimoreUprising http://t.co/py2eOLZsir"
"1134",0,"RT @lwtsweater: #BaltimoreRiots #BaltimoreUprising before you call them ""thugs"" http://t.co/ceQYLaiXZM"
"1135",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1136",0,"RT @deray: Today's @BaltimoreSun cover. Tuesday. #FreddieGray #BaltimoreUprising http://t.co/bI1bcfreRT"
"1137",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1138",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1139",1,"RT @KaliHawk: <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>terrible RT @samswey: That moment when white people are torn between trusting @FoxNews or #Baltimore Police Department #Balt…"
"1140",1,"RT @BmoreDoc: 25 Victor Hugo once wrote: 'Nothing is more powerful than an idea whose time has come.' #BaltimoreUprising [drops mic]"
"1141",0,"RT AyotzinapaFeed: RT teaguecrenshaw: RT Aut0nomous: #DefendDenver saolidarity march w  #BaltimoreUprising and #Ayotzinapa has dispersed un…"
"1142",0,"RT @KeeganNYC: If you think this looks like increased safety, you might be a fascist. #BaltimoreCurfew #BaltimoreUprising http://t.co/u6xqA…"
"1143",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1144",0,"RT @truthout: Don't Call It a Curfew: Martial Law in the United States http://t.co/9Shkoggmd9 @Sheeyahshee #BaltimoreUprising"
"1145",0,"RT @jacquelineetmar: 10 Things All White Folks Need to Consider about the #BaltimoreUprising #Ethics&amp;Values http://t.co/hxl9uJzdva"
"1146",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1147",-1,"RT @Bipartisanism: Conservatives: ""If #FreddieGray obeyed the law he would be alive.""

Reality: HE BROKE NO LAWS.

#BaltimoreUprising http:…"
"1148",0,"#BaltimoreUprising #Baltimore  https://t.co/56cbZQ7oyr"
"1149",1,"We don't want peace, we just want quite. http://t.co/ajdDJtTIFf #BaltimoreUprising"
"1150",0,"RT @mdawriter: To Ts who don't shy away from #BaltimoreUprising and #Ferguson in the classroom bc pretending this isn't ""schoolwork"" is to …"
"1151",0,"A roundup of events to build community and continue the #BaltimoreUprising: http://t.co/5tJqULRq93"
"1152",0,"Of course the black dog is being chased for just walking. https://t.co/8rHeaCZhw9 #BlackLivesMatter #BaltimoreUprising #animals #dogs"
"1153",0,"RT @brotherabdul: #RealThugs Ariel Sharon #BaltimoreUprising #StopTheKillingTour http://t.co/2NPI919T8N"
"1154",0,"RT @brotherabdul: #RealThugs Ariel Sharon #BaltimoreUprising #StopTheKillingTour http://t.co/2NPI919T8N"
"1155",0,"RT @brotherabdul: #RealThugs Ariel Sharon #BaltimoreUprising #StopTheKillingTour http://t.co/2NPI919T8N"
"1156",0,"RT @brotherabdul: #RealThugs Ariel Sharon #BaltimoreUprising #StopTheKillingTour http://t.co/2NPI919T8N"
"1157",1,"RT @Bipartisanism: The smile on this white police officer is enough to make you crazy. His enjoyment is unacceptable. #BaltimoreUprising ht…"
"1158",1,"Glad 2 c @MorganStateU @MorganStBears showing leadership in harmessing energy of #BaltimoreUprising! @rolandsmartin #highered #hbcu #hbcu19"
"1159",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1160",-1,"RT @PrisonPlanet: ""Racist"" fact: Blacks commit eight times more crimes against whites than vice-versa. https://t.co/iESw5rV3xw #BaltimoreUp…"
"1161",-2,"RT @timjacobwise: The Crime of Innocence: White Denial, Black Rebellion and the Cost of American Obliviousness http://t.co/qnnydqTV8Q #Balt…"
"1162",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1163",0,"Some #curfew violators ran inside when they saw the police,&amp; they were arrested in their home. Yes, good. #baltimoreuprising #baltimoreriots"
"1164",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1165",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1166",-1,"How do we continue once the protests end? http://t.co/31Ntk25QDs #BaltimoreUprising #Movementisrising"
"1167",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1168",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1169",0,"How Peaceful Protest becomes Riot: http://t.co/JaGU2CtwWg #Baltimore #BaltimoreUprising #OneBaltimore #FreddieGray http://t.co/LRQiU3AJls"
"1170",0,"RT @BlueBoatBlog: These four stories explain http://t.co/hsWmZrWbIW #YaYA #UUA  #BaltimoreUprising #BlackLivesMatter #FreddieGray http://t.…"
"1171",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1172",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1173",0,"RT @TheFinalCall: New Edition! A Step Toward Justice http://t.co/mkdP5Js4op #BaltimoreUprising #MarilynMosby http://t.co/GpdIzrn7Jw"
"1174",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1175",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1176",-1,"RT @RaymondHarvey: RT""@nixiane: #austerite #repression #polqc #polmtl #BaltimoreUprising http://t.co/yl1Sirx37A"""
"1177",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1178",-1,"RT @brandon_weigel: A roundup of events to build community and continue the #BaltimoreUprising. Let me know what I missed: http://t.co/6MiT…"
"1179",-1,"RT @rochjust: Poll: Multiple Causes Seen for #Baltimore Unrest http://t.co/RkWRoEdMUd #BlackSpring #BaltimoreUprising"
"1180",0,"WOW @NAACP Report: 20 US states do not forbid racial profiling #BornSuspect http://t.co/22ICgQ61HW #FreddieGray #BaltimoreUprising"
"1181",0,"RT teaguecrenshaw: RT Aut0nomous: #DefendDenver saolidarity march w  #BaltimoreUprising and #Ayotzinapa has dispersed under heavy militariz…"
"1182",-1,"RT @rochjust: Negative View of U.S. Race Relations Grows, Poll Finds http://t.co/JN3ywxULCh #BlackSpring #BaltimoreUprising"
"1183",0,"RT @benjancewicz: These are not riots. #BaltimoreUprising http://t.co/QYt9kRm8Pc"
"1184",-1,"Brandon Smith and Tyfine Hamilton... Ghetto Nigger murderers! Thanks Barack Obama! Thanks Loretta Lynch! #CNN #FOXNEWS #Baltimoreuprising"
"1185",0,"Baltimore and the emergence of a Black Spring - Al Jazeera English http://t.co/JKdrHerKrD #BlackLivesMatter #BaltimoreUprising"
"1186",0,"RT @DamoneWilliams_: Brother @Aamer_Rahman speaking that unapologetic TRUTH to POWER! #Baltimore #BaltimoreUprising #BaltimoreSolidarity. h…"
"1187",0,"RT @anntieup: #BaltimoreUprising https://t.co/DpFEdeAuMd"
"1188",0,"These four stories explain http://t.co/hsWmZrWbIW #YaYA #UUA  #BaltimoreUprising #BlackLivesMatter #FreddieGray http://t.co/VvQ19X6rTY"
"1189",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1190",-1,"RT @deray: A @BaltimorePolice officer said ""he'll be alright"" when we asked about the condition of the man they just shot. #BaltimoreUprisi…"
"1191",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1192",1,"RT @deray: The brother of the man who was shot was arrested for walking by. Unreal. #BaltimoreUprising https://t.co/xwoF5mXBO1"
"1193",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1194",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1195",0,"Bsun:  CVS plans to rebuild... -
#baltimoreuprising #baltimore #freddiegray #baltimoreriots #curfew #blacklivesmatter"
"1196",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1197",-1,"RT @AudioviSol15M: Breaking: @GlobalRevLive account has been locked by @Twitter For Security Purposes
#BaltimoreUprising #censorship http:/…"
"1198",0,"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…"
"1199",-2,"#Baltimore today still faces segregation, lack of opportunity, and unequal living conditions #BaltimoreUprising http://t.co/30OsOGmmps"
"1200",0,"Former detective on @BaltimorePolice @FOP3 #FreddieGray #Baltimoreuprising http://t.co/XdxNi9Twuz"
"1201",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1202",-1,"@MotherJones where is the tea party ppl
#BaltimoreUprising
When We the People r taking back our country?!
From oppressive gov. Policies?"
"1203",1,"RT @astraeanixie: This is very important. #BaltimoreUprising http://t.co/AXWQpOKrM6"
"1204",1,"RT @ustvmedia: @tomtomorrow with some helpful responses to the situation in #Baltimore #BaltimoreUprising https://t.co/htyoxBS6IB"
"1205",2,"#Enough is enough. #ally #baltimore #baltimoreuprising #baltimoreriots #freddiegray #ICantBreathe #HandsUpDontShoot http://t.co/hzs7EXlKwB"
"1206",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1207",0,"RT @indyhawkins: @MayorSRB You built that!! #BaltimoreBurning #BaltimoreUprising #Democrats"
"1208",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1209",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1210",-1,"RT @RealAlexJones: VIDEO: ""Racist"" Facts White People Daren't Talk About - https://t.co/G2DghwMBJF #BaltimoreUprising"
"1211",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1212",0,"#Baltimore In 140 Characters: Who You Should Follow To Understand The #BaltimoreUprising http://t.co/NNycjc0T5u
My latest @MintPressNews"
"1213",-1,"“@CaitrinRW: #BaltimoreUprising at RCHS” this is stupid too"
"1214",0,"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…"
"1215",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1216",-3,"RT @WayneBogda: #WakeUpAmerica <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>

Without prejudice. Blind Justice or just blind? 

#BaltimoreUprising 

#PJNet #tcot #UniteBlue http://t.…"
"1217",0,"RT @ImportantCool: Our @austingmackell now live interviewing @ChanelleHelm Louisville activist.  #BlackLivesMatter #BaltimoreUprising https…"
"1218",0,"@raylewis @RavenExplicit_  ##BaltimoreUprising ##BaltimoreRiots ##noviolence  http://t.co/kdVmQaUrOk http://t.co/A48o2OypZH #sendinglove"
"1219",0,"RT @trishkahle: Our first report from the #BaltimoreUprising: Baltimore's message heard around the world @SocialistViews http://t.co/WG6ZQC…"
"1220",0,"No special session in #Annapolis is needed, because no change in the law is required. #baltimore #baltimoreriots #baltimoreuprising #curfew"
"1221",0,"RT @IsisLayla2: @Akhenaten15 #palestine #BlackLivesMatter #NYCRiseUp #NYCtoBaltimore #palestinians #BaltimoreUprising #intifada http://t.co…"
"1222",0,"RT @manda_writes: Everyone thinks this picture is cute. I took it, and I think it's tragic. #BaltimoreUprising http://t.co/u7s5h1x2n5 http:…"
"1223",0,"RT @thereaIbanksy: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http:/…"
"1224",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1225",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1226",1,"RT @bassem_masri: Takes smile for the camera to a different level... #BaltimoreUprising http://t.co/tKlyylp37e"
"1227",1,"Great idea on how to fix West Baltimore. Did you get it on Etsy?#BaltimoreUprising"
"1228",1,"@tomtomorrow with some helpful responses to the situation in #Baltimore #BaltimoreUprising https://t.co/htyoxBS6IB"
"1229",-1,"RT @PrisonPlanet: ""Racist"" fact: Blacks commit eight times more crimes against whites than vice-versa. https://t.co/iESw5rV3xw #BaltimoreUp…"
"1230",0,"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…"
"1231",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1232",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1233",1,"IN LOVING MEMORY DAVID CROWLEY @GrayStateMovie 
#FreddieGray
#BaltimoreUprising
#Ferguson2NYC
#JadeHelm15
#FEMA
https://t.co/PGXd5x2hbf"
"1234",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1235",-1,"RT @Blavity: Soledad calls out the media's use of the word ""thug"" http://t.co/G2fQz5Yceq #baltimoreuprising http://t.co/JTQvLGzKoZ"
"1236",0,"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…"
"1237",-1,"RT @brandon_weigel: A roundup of events to build community and continue the #BaltimoreUprising. Let me know what I missed: http://t.co/6MiT…"
"1238",0,"RT @TheRoot: #LorettaLynch to be in Baltimore for official meetings following #BaltimoreUprising http://t.co/REJ9O2E9Jy http://t.co/JP8J27h…"
"1239",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1240",0,"RT @ImportantCool: Our @austingmackell now live interviewing @ChanelleHelm Louisville activist.  #BlackLivesMatter #BaltimoreUprising https…"
"1241",0,"RT @mane_makuc: #BaltimoreUprising 
http://t.co/cQ5CrUsSge @TIME http://t.co/RrpZNzpK8u"
"1242",-1,"RT @RaymondHarvey: RT""@nixiane: #austerite #repression #polqc #polmtl #BaltimoreUprising http://t.co/yl1Sirx37A"""
"1243",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1244",0,"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…"
"1245",-2,"RT @ettacetera: prison was vibing hard off #baltimoreuprising situation. guards released from hospital. @DecarceratePA @HRCFedUp @phillyHRC"
"1246",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1247",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1248",0,"RT @MaybachMusicGrp: TeamRT: icon @Wale visits Baltimore school following riots #BaltimoreRiots #BaltimoreUprising http://t.co/erapAcXHfO h…"
"1249",0,"RT @deray: Watch the @BaltimorePolice assault this peaceful protestor last night. He left on a stretcher. #BaltimoreUprising http://t.co/6b…"
"1250",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1251",-1,"RT @Dickster363: Hay @deray your Blackness is overpowering today. 

Now it’s hate white women day.

#BaltimoreUprising  https://t.co/gjcIKy…"
"1252",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1253",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1254",0,"RT @jusPlainNish: ""@FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/7sLpaBGs1f"" &lt;----- This Is E…"
"1255",0,"RT @beats_society: We stand with you, @HeberBrown #BlackLivesMatter #BaltimoreUprising"
"1256",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1257",0,"RT @tsmish: We HAVE to care.
#privilege #PrivilegeAwareness #truth #blacklivesmatter #BaltimoreUprising  #policebrutality #nepal http://t.c…"
"1258",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1259",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1260",1,"Just incredible #photojournalism of #BaltimoreUprising by @byDVNLLN http://t.co/MRn2wRjK90 #documentary #photography #journalism"
"1261",2,"RT @LatestAnonNews: NYPD came and tried to run over protesters peaceful #BaltimoreUprising solidarity demo last night. http://t.co/imwdK7ST…"
"1262",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
"1263",0,"RT @deray: I just stumbled across this site, ProofOfHope, which captures powerful moments re: #BaltimoreUprising http://t.co/f65Mw9mzoR"
"1264",-1,"A roundup of events to build community and continue the #BaltimoreUprising. Let me know what I missed: http://t.co/6MiTOQBXPn"
"1265",0,"RT @ThePatriot143: Only in America #Baltimore #BaltimoreUprising #BaltimoreRiots #BlackOnBlackPolicies http://t.co/0cQO87SyaE"
"1266",0,"RT @indyhawkins: @MayorSRB You built that!! #BaltimoreBurning #BaltimoreUprising #Democrats"
"1267",2,"RT @KaliHawk: <ed><U+00A0><U+00BD><ed><U+00B8><U+0094>To see a Black man singing the national anthem in the wake of this whole #BaltimoreUprising is kinda surreal. I love #JamieF…"
"1268",-1,"RT @akahnnyc: They say to protest peacefully. People do. Then they torture them. #BaltimoreUprising @SankofaBrown @LamontLilly http://t.co/…"
"1269",1,"@PrisonPlanet uh, the last time I checked there are more whites than blacks, and whites are gen more affluent, so, duh. #BaltimoreUprising"
"1270",0,"RT @FreedomForPS: Holy shit... #HungerGames #BaltimoreUprising #Baltimore #MetGala http://t.co/pPhzZcWNtB"
